date,stock_id,dividend_yield,PER,PBR
2005-09-05,1452,0.0,0.0,0.5
2005-09-06,1452,0.0,0.0,0.51
2005-09-07,1452,0.0,0.0,0.51
2005-09-08,1452,0.0,0.0,0.51
2005-09-09,1452,0.0,0.0,0.53
2005-09-12,1452,0.0,0.0,0.54
2005-09-13,1452,0.0,0.0,0.53
2005-09-14,1452,0.0,0.0,0.54
2005-09-15,1452,0.0,0.0,0.54
2005-09-16,1452,0.0,0.0,0.53
2005-09-19,1452,0.0,0.0,0.5
2005-09-20,1452,0.0,0.0,0.48
2005-09-21,1452,0.0,0.0,0.48
2005-09-23,1452,0.0,0.0,0.46
2005-09-26,1452,0.0,0.0,0.45
2005-09-27,1452,0.0,0.0,0.46
2005-09-28,1452,0.0,0.0,0.45
2005-09-29,1452,0.0,0.0,0.45
2005-09-30,1452,0.0,0.0,0.46
2005-10-04,1452,0.0,0.0,0.45
2005-10-05,1452,0.0,0.0,0.45
2005-10-06,1452,0.0,0.0,0.44
2005-10-07,1452,0.0,0.0,0.43
2005-10-11,1452,0.0,0.0,0.43
2005-10-12,1452,0.0,0.0,0.44
2005-10-13,1452,0.0,0.0,0.43
2005-10-14,1452,0.0,0.0,0.43
2005-10-17,1452,0.0,0.0,0.44
2005-10-18,1452,0.0,0.0,0.43
2005-10-19,1452,0.0,0.0,0.43
2005-10-20,1452,0.0,0.0,0.41
2005-10-21,1452,0.0,0.0,0.43
2005-10-24,1452,0.0,0.0,0.43
2005-10-25,1452,0.0,0.0,0.42
2005-10-26,1452,0.0,0.0,0.42
2005-10-27,1452,0.0,0.0,0.42
2005-10-28,1452,0.0,0.0,0.41
2005-10-31,1452,0.0,0.0,0.42
2005-11-01,1452,0.0,0.0,0.4
2005-11-02,1452,0.0,0.0,0.4
2005-11-03,1452,0.0,0.0,0.4
2005-11-04,1452,0.0,0.0,0.4
2005-11-07,1452,0.0,0.0,0.4
2005-11-08,1452,0.0,0.0,0.4
2005-11-09,1452,0.0,0.0,0.4
2005-11-10,1452,0.0,0.0,0.4
2005-11-11,1452,0.0,0.0,0.4
2005-11-14,1452,0.0,0.0,0.41
2005-11-15,1452,0.0,0.0,0.42
2005-11-16,1452,0.0,0.0,0.42
2005-11-17,1452,0.0,0.0,0.42
2005-11-18,1452,0.0,0.0,0.42
2005-11-21,1452,0.0,0.0,0.43
2005-11-22,1452,0.0,0.0,0.43
2005-11-23,1452,0.0,0.0,0.43
2005-11-24,1452,0.0,0.0,0.42
2005-11-25,1452,0.0,0.0,0.41
2005-11-28,1452,0.0,0.0,0.42
2005-11-29,1452,0.0,0.0,0.43
2005-11-30,1452,0.0,0.0,0.42
2005-12-01,1452,0.0,0.0,0.43
2005-12-02,1452,0.0,0.0,0.44
2005-12-05,1452,0.0,0.0,0.45
2005-12-06,1452,0.0,0.0,0.45
2005-12-07,1452,0.0,0.0,0.46
2005-12-08,1452,0.0,0.0,0.46
2005-12-09,1452,0.0,0.0,0.46
2005-12-12,1452,0.0,0.0,0.46
2005-12-13,1452,0.0,0.0,0.47
2005-12-14,1452,0.0,0.0,0.47
2005-12-15,1452,0.0,0.0,0.47
2005-12-16,1452,0.0,0.0,0.49
2005-12-19,1452,0.0,0.0,0.5
2005-12-20,1452,0.0,0.0,0.49
2005-12-21,1452,0.0,0.0,0.49
2005-12-22,1452,0.0,0.0,0.49
2005-12-23,1452,0.0,0.0,0.49
2005-12-26,1452,0.0,0.0,0.49
2005-12-27,1452,0.0,0.0,0.49
2005-12-28,1452,0.0,0.0,0.49
2005-12-29,1452,0.0,0.0,0.49
2005-12-30,1452,0.0,0.0,0.49
2006-01-02,1452,0.0,0.0,0.51
2006-01-03,1452,0.0,0.0,0.51
2006-01-04,1452,0.0,0.0,0.5
2006-01-05,1452,0.0,0.0,0.51
2006-01-06,1452,0.0,0.0,0.51
2006-01-09,1452,0.0,0.0,0.52
2006-01-10,1452,0.0,0.0,0.52
2006-01-11,1452,0.0,0.0,0.52
2006-01-12,1452,0.0,0.0,0.52
2006-01-13,1452,0.0,0.0,0.52
2006-01-16,1452,0.0,0.0,0.52
2006-01-17,1452,0.0,0.0,0.52
2006-01-18,1452,0.0,0.0,0.51
2006-01-19,1452,0.0,0.0,0.5
2006-01-20,1452,0.0,0.0,0.5
2006-01-23,1452,0.0,0.0,0.49
2006-01-24,1452,0.0,0.0,0.47
2006-01-25,1452,0.0,0.0,0.49
2006-02-03,1452,0.0,0.0,0.49
2006-02-06,1452,0.0,0.0,0.5
2006-02-07,1452,0.0,0.0,0.5
2006-02-08,1452,0.0,0.0,0.5
2006-02-09,1452,0.0,0.0,0.5
2006-02-10,1452,0.0,0.0,0.5
2006-02-13,1452,0.0,0.0,0.5
2006-02-14,1452,0.0,0.0,0.5
2006-02-15,1452,0.0,0.0,0.49
2006-02-16,1452,0.0,0.0,0.49
2006-02-17,1452,0.0,0.0,0.48
2006-02-20,1452,0.0,0.0,0.48
2006-02-21,1452,0.0,0.0,0.47
2006-02-22,1452,0.0,0.0,0.46
2006-02-23,1452,0.0,0.0,0.44
2006-02-24,1452,0.0,0.0,0.44
2006-02-27,1452,0.0,0.0,0.44
2006-03-01,1452,0.0,0.0,0.45
2006-03-02,1452,0.0,0.0,0.45
2006-03-03,1452,0.0,0.0,0.45
2006-03-06,1452,0.0,0.0,0.45
2006-03-07,1452,0.0,0.0,0.43
2006-03-08,1452,0.0,0.0,0.42
2006-03-09,1452,0.0,0.0,0.44
2006-03-10,1452,0.0,0.0,0.45
2006-03-13,1452,0.0,0.0,0.43
2006-03-14,1452,0.0,0.0,0.44
2006-03-15,1452,0.0,0.0,0.43
2006-03-16,1452,0.0,0.0,0.42
2006-03-17,1452,0.0,0.0,0.42
2006-03-20,1452,0.0,0.0,0.4
2006-03-21,1452,0.0,0.0,0.41
2006-03-22,1452,0.0,0.0,0.41
2006-03-23,1452,0.0,0.0,0.4
2006-03-24,1452,0.0,0.0,0.41
2006-03-27,1452,0.0,0.0,0.42
2006-03-28,1452,0.0,0.0,0.43
2006-03-29,1452,0.0,0.0,0.43
2006-03-30,1452,0.0,0.0,0.43
2006-03-31,1452,0.0,0.0,0.44
2006-04-03,1452,0.0,0.0,0.41
2006-04-04,1452,0.0,0.0,0.39
2006-04-06,1452,0.0,0.0,0.4
2006-04-07,1452,0.0,0.0,0.4
2006-04-10,1452,0.0,0.0,0.39
2006-04-11,1452,0.0,0.0,0.38
2006-04-12,1452,0.0,0.0,0.4
2006-04-13,1452,0.0,0.0,0.4
2006-04-14,1452,0.0,0.0,0.4
2006-04-17,1452,0.0,0.0,0.41
2006-04-18,1452,0.0,0.0,0.4
2006-04-19,1452,0.0,0.0,0.4
2006-04-20,1452,0.0,0.0,0.4
2006-04-21,1452,0.0,0.0,0.41
